id,Tên bác sĩ,Chuyên môn,Tóm tắt,Thông tin chính,Link
doctor_ts-bs-duong-phuoc-hung,TS.BS Dương Phước Hùng,Trưởng khoa Chẩn đoán hình ảnh,"Dương Phước Hùng là chuyên gia giàu kinh nghiệm trong lĩnh vực Chẩn đoán hình ảnh với hơn 30 năm gắn bó cùng ngành. Bên cạnh đó, bác sĩ còn sở hữu nhiều chứng chỉ chuyên sâu trong các kỹ thuật X – quang, Siêu âm, CT – Scanner and MRI, tạo nền tảng vững chắc cho việc triển khai các kỹ thuật chẩn đoán hình ảnh hiện đại trong thực hành lâm sàng. Chẩn đoán hình ảnh tổng quát và chuyên sâu trong các lĩnh vực nội khoa, ngoại khoa, sản phụ khoa, nhi khoa, mắt, tai mũi họng và răng hàm mặt bằng các kỹ thuật X – quang, siêu âm, CT – Scanner và MRI.","Dương Phước Hùng là chuyên gia giàu kinh nghiệm trong lĩnh vực Chẩn đoán hình ảnh với hơn 30 năm gắn bó cùng ngành. | Được đào tạo bài bản trong nước và quốc tế, bác sĩ luôn theo đuổi triết lý hành nghề dựa trên sự chính xác, khoa học và tinh thần trách nhiệm cao, xem mỗi kết quả chẩn đoán là nền tảng quan trọng giúp định hướng điều trị hiệu quả cho người bệnh. | Tốt nghiệp Bác sĩ đa khoa tại Đại học Y Dược – Đại học Huế giai đoạn 1987 – 1993, bác sĩ học tiếp chuyên khoa sơ bộ X – quang và Chuyên khoa sơ bộ Nội khoa, sau đó tiếp tục tu nghiệp tại Cộng hòa Pháp theo chương trình Bác sĩ nội trú F.F.I. | Chuyên ngành Chẩn đoán hình ảnh tại Bệnh viện – Đại học Dijon (1999 – 2000) và tu nghiệp chuyên ngành điện quang can thiệp tại Bệnh viện Winterthur – Thụy Sĩ (2002). | Không ngừng nâng cao năng lực chuyên môn, bác sĩ hoàn thành Thạc sĩ Y học chức năng (2003 – 2005), Bác sĩ Chuyên khoa I Chẩn đoán hình ảnh (2014 – 2016) và Tiến sĩ Y học chuyên ngành Điện quang và Y học hạt nhân (2017 – 2024) tại Đại học Y Dược – Đại học Huế. | Bên cạnh đó, bác sĩ còn sở hữu nhiều chứng chỉ chuyên sâu trong các kỹ thuật X – quang, Siêu âm, CT – Scanner and MRI, tạo nền tảng vững chắc cho việc triển khai các kỹ thuật chẩn đoán hình ảnh hiện đại trong thực hành lâm sàng. | Chẩn đoán hình ảnh tổng quát và chuyên sâu trong các lĩnh vực nội khoa, ngoại khoa, sản phụ khoa, nhi khoa, mắt, tai mũi họng và răng hàm mặt bằng các kỹ thuật X – quang, siêu âm, CT – Scanner và MRI | Trong suốt quá trình công tác, TS.BS. | Dương Phước Hùng đã đảm nhiệm nhiều vị trí chuyên môn quan trọng tại Bệnh viện Trung ương Huế, từ bác sĩ Khoa Chẩn đoán hình ảnh (1996 – 2008), đến Phó Trưởng khoa Chẩn đoán hình ảnh (2008 – 2009), và từ năm 2009 đến nay là Phó Trưởng khoa Chẩn đoán hình ảnh – Thăm dò chức năng tim mạch. | Hành trình phát triển sự nghiệp bền bỉ qua nhiều giai đoạn phát triển của ngành y đã giúp bác sĩ tích lũy kinh nghiệm sâu rộng trong chẩn đoán các bệnh lý toàn thân từ thường gặp đến phức tạp, đặc biệt trong lĩnh vực chẩn đoán hình ảnh tim mạch và ứng dụng kỹ thuật cao như CT-Scanner, MRI.",https://www.hanhphuchospital.com/bac-si/ts-bs-duong-phuoc-hung/
doctor_ths-bs-ho-thai-son,ThS.BS. Hồ Thái Sơn,Bác sĩ điều trị khoa cấp cứu,"Bác sĩ Hồ Thái Sơn là chuyên gia có hơn 15 năm kinh nghiệm trong lĩnh vực y khoa cấp cứu và luôn tâm huyết với việc cải thiện sức khỏe và hạnh phúc của người bệnh, từng công tác tại các cơ sở uy tín tại Thành phố Hồ Chí Minh. Bác sĩ Hồ Thái Sơn tốt nghiệp Bác sĩ Y khoa tại Đại học Y Dược Huế vào năm 2008 và có bằng Thạc sĩ Y khoa Nội tổng quát tại Đại học Y Dược Thành phố Hồ Chí Minh vào năm 2015.","Bác sĩ Hồ Thái Sơn là chuyên gia có hơn 15 năm kinh nghiệm trong lĩnh vực y khoa cấp cứu và luôn tâm huyết với việc cải thiện sức khỏe và hạnh phúc của người bệnh, từng công tác tại các cơ sở uy tín tại Thành phố Hồ Chí Minh. | Bác sĩ Hồ Thái Sơn tốt nghiệp Bác sĩ Y khoa tại Đại học Y Dược Huế vào năm 2008 và có bằng Thạc sĩ Y khoa Nội tổng quát tại Đại học Y Dược Thành phố Hồ Chí Minh vào năm 2015.",https://www.hanhphuchospital.com/bac-si/ths-bs-ho-thai-son/
doctor_bs-ta-thu-ha,BS. Tạ Thu Hà,Bác sĩ Răng – Hàm – Mặt,"Tạ Thu Hà là bác sĩ có hơn 10 năm kinh nghiệm trong lĩnh vực điều trị răng miệng tổng quát và phẫu thuật nha khoa. Tốt nghiệp chuyên ngành Răng – Hàm – Mặt tại Đại học Y Hà Nội, BS. Trong suốt hành trình hành nghề, bác sĩ không ngừng cập nhật các kỹ thuật hiện đại thông qua các chương trình đào tạo liên tục, đặc biệt trong phẫu thuật răng khôn mọc lệch ngầm bằng tay khoan và máy Piezotome, cũng như phẫu thuật điều trị bệnh và tạo hình thẩm mỹ nha chu.","Tốt nghiệp chuyên ngành Răng – Hàm – Mặt tại Đại học Y Hà Nội, BS. | Tạ Thu Hà là bác sĩ có hơn 10 năm kinh nghiệm trong lĩnh vực điều trị răng miệng tổng quát và phẫu thuật nha khoa. | Trong suốt hành trình hành nghề, bác sĩ không ngừng cập nhật các kỹ thuật hiện đại thông qua các chương trình đào tạo liên tục, đặc biệt trong phẫu thuật răng khôn mọc lệch ngầm bằng tay khoan và máy Piezotome, cũng như phẫu thuật điều trị bệnh và tạo hình thẩm mỹ nha chu. | Thu Hà từng công tác tại Nha khoa Phương (Hà Nội) và Phòng khám Đa khoa Hoàn Mỹ Sài Gòn – Chi nhánh Bệnh viện Đa khoa Hoàn Mỹ Sài Gòn, tích lũy nền tảng chuyên môn vững vàng trong thăm khám và điều trị toàn diện các bệnh lý răng miệng. | Thu Hà luôn đặt sự an toàn và trải nghiệm điều trị thoải mái lên hàng đầu. | Khám và điều trị các bệnh lý răng miệng tổng quát | Phẫu thuật nhổ răng khôn mọc lệch, mọc ngầm (ứng dụng tay khoan và máy Piezotome) | Phẫu thuật điều trị và tạo hình thẩm mỹ nha chu | Thực hiện các thủ thuật nha khoa tổng quát | Tư vấn và xây dựng phác đồ điều trị cá nhân hóa cho từng khách hàng",https://www.hanhphuchospital.com/bac-si/bs-ta-thu-ha/
doctor_bs-cki-nguyen-thi-huong-thu,BS.CKI. Nguyễn Thị Hương Thư,Bác sĩ Nhi Khoa,Bác sĩ Nguyễn Thị Hương Thư là chuyên gia có hơn 32 năm kinh nghiệm và luôn tận tâm vì sức khỏe trẻ em. Bác sĩ Nguyễn Thị Hương Thư tốt nghiệp Bác sĩ Đa khoa tại Đại học Y Dược Thành phố Hồ Chí Minh vào năm 1991 và có bằng Bác sĩ Chuyên khoa I về Nhi khoa vào năm 2000. Bác sĩ luôn nhận được sự tin tưởng cao từ người bệnh và đồng nghiệp.,Bác sĩ Nguyễn Thị Hương Thư tốt nghiệp Bác sĩ Đa khoa tại Đại học Y Dược Thành phố Hồ Chí Minh vào năm 1991 và có bằng Bác sĩ Chuyên khoa I về Nhi khoa vào năm 2000. | Bác sĩ Nguyễn Thị Hương Thư là chuyên gia có hơn 32 năm kinh nghiệm và luôn tận tâm vì sức khỏe trẻ em. | Bác sĩ luôn nhận được sự tin tưởng cao từ người bệnh và đồng nghiệp.,https://www.hanhphuchospital.com/bac-si/bs-cki-nguyen-thi-huong-thu/
doctor_ts-bs-vo-kim-cat-tuyen,TS.BS. Võ Kim Cát Tuyền,Bác sĩ Sản – Phụ khoa,"Với 12 năm kinh nghiệm cống hiến không ngừng, TS.BS. Võ Kim Cát Tuyền là một trong những chuyên gia hàng đầu trong lĩnh vực Sản – Phụ khoa và điều trị Hiếm muộn. Bác sĩ hiện đang là Giảng viên Đại học Y dược TP Hồ Chí Minh, công tác tại Bệnh viện Từ Dũ đồng thời cũng bắt đầu đảm nhận vai trò bác sĩ hợp tác, chuyên gia Sản – Phụ khoa – Hiếm muộn tại Bệnh viện Đa khoa Quốc tế Hạnh Phúc.","Với 12 năm kinh nghiệm cống hiến không ngừng, TS.BS. | Võ Kim Cát Tuyền là một trong những chuyên gia hàng đầu trong lĩnh vực Sản – Phụ khoa và điều trị Hiếm muộn. | Bác sĩ hiện đang là Giảng viên Đại học Y dược TP Hồ Chí Minh, công tác tại Bệnh viện Từ Dũ đồng thời cũng bắt đầu đảm nhận vai trò bác sĩ hợp tác, chuyên gia Sản – Phụ khoa – Hiếm muộn tại Bệnh viện Đa khoa Quốc tế Hạnh Phúc. | Điểm đặc biệt của bác sĩ chính là khả năng giao tiếp thành thạo ba ngôn ngữ: Việt – Anh – Nhật, tạo thuận lợi tối đa trong việc tư vấn và điều trị, đặc biệt phù hợp với môi trường bệnh viện quốc tế, mang lại sự thoải mái và tin cậy cho bệnh nhân trong suốt quá trình thăm khám. | Hiếm muộn và Hỗ trợ sinh sản (IVF): Sở hữu kinh nghiệm sâu rộng cùng 5 năm tu nghiệp tại các Trung tâm Hỗ trợ sinh sản hàng đầu Tokyo, Hiroshima (Nhật Bản). | Điều trị các bệnh lý phụ khoa phức tạp, thực hiện các ca phẫu thuật Sản – Phụ khoa với độ chính xác cao. | Quản lý và chăm sóc thai kỳ nguy cơ cao, bao gồm c ác trường hợp ngôi bất thường, nhau tiền đạo, vết mổ cũ, nhau cài răng lược… | Sở hữu nền tảng chuyên môn vững chắc, kinh nghiệm quốc tế phong phú và sự tận tâm với nghề, các chị em phụ nữ nói chung, các mẹ bầu và gia đình hiếm muộn nói riêng hoàn toàn có thể yên tâm, tin tưởng khi được TS.BS. | Võ Kim Cát Tuyền thăm khám, điều trị. | Mổ lấy thai an toàn đặc biệt với các sản phụ có bệnh lý phức tạp",https://www.hanhphuchospital.com/bac-si/ts-bs-vo-kim-cat-tuyen/
doctor_ths-bs-ho-thi-hoang-anh,ThS.BS. Hồ Thị Hoàng Anh,Bác sĩ Sản – Phụ khoa,"Bác sĩ Hoàng Anh tốt nghiệp Đại học Y Dược Huế vào năm 2003 với chuyên ngành Bác sĩ Đa khoa. Sau đó, bác sĩ Hoàng Anh tiếp tục theo học chuyên ngành nội trú tại Bệnh viện chuyên Sản – Phụ khoa, Đại học Y Dược Huế, Bệnh viện Trung Ương Huế và hoàn thành xuất sắc chương trình Thạc sĩ Y khoa Sản – Phụ khoa vào năm 2007. Nhờ chuyên môn y khoa vững vàng cùng cam kết trau dồi kiến thức và kỹ năng không ngừng, bác sĩ Hoàng Anh luôn mang đến cho bệnh nhân những kết quả điều trị tối ưu.","Với bề dày hơn 20 năm cống hiến trong lĩnh vực Sản – Phụ khoa, bác sĩ Hoàng Anh đã khẳng định được vị thế và nhận được sự tin tưởng cao từ đồng nghiệp và người bệnh. | Nhờ chuyên môn y khoa vững vàng cùng cam kết trau dồi kiến thức và kỹ năng không ngừng, bác sĩ Hoàng Anh luôn mang đến cho bệnh nhân những kết quả điều trị tối ưu. | Bác sĩ Hoàng Anh tốt nghiệp Đại học Y Dược Huế vào năm 2003 với chuyên ngành Bác sĩ Đa khoa. | Sau đó, bác sĩ Hoàng Anh tiếp tục theo học chuyên ngành nội trú tại Bệnh viện chuyên Sản – Phụ khoa, Đại học Y Dược Huế, Bệnh viện Trung Ương Huế và hoàn thành xuất sắc chương trình Thạc sĩ Y khoa Sản – Phụ khoa vào năm 2007.",https://www.hanhphuchospital.com/bac-si/ths-bs-ho-thi-hoang-anh/
doctor_bs-cki-ho-thi-thanh-phuong,BS.CKI. Hồ Thị Thanh Phương,Bác sĩ Nhi sơ sinh – Hồi sức sơ sinh,"Bác sĩ Hồ Thị Thanh Phương tốt nghiệp Bác sĩ Đa khoa tại Đại học Y Dược Thành phố Hồ Chí Minh vào năm 2000 và có bằng Bác sĩ Chuyên khoa I về Nhi khoa vào năm 2009. Với hơn 23 năm cống hiến trong lĩnh vực Nhi khoa và Sơ sinh, Bác sĩ Hồ Thị Thanh Phương được đánh cao về chuyên môn và sự tận tâm chăm sóc, điều trị và mang đến sức khỏe và hạnh phúc cho các bệnh nhi nhỏ tuổi.","Với hơn 23 năm cống hiến trong lĩnh vực Nhi khoa và Sơ sinh, Bác sĩ Hồ Thị Thanh Phương được đánh cao về chuyên môn và sự tận tâm chăm sóc, điều trị và mang đến sức khỏe và hạnh phúc cho các bệnh nhi nhỏ tuổi. | Bác sĩ Hồ Thị Thanh Phương tốt nghiệp Bác sĩ Đa khoa tại Đại học Y Dược Thành phố Hồ Chí Minh vào năm 2000 và có bằng Bác sĩ Chuyên khoa I về Nhi khoa vào năm 2009.",https://www.hanhphuchospital.com/bac-si/bs-cki-ho-thi-thanh-phuong/
doctor_bs-cki-le-quang-thanh,BS.CKI. Lê Quang Thạnh,Bác sĩ Chẩn đoán Hình ảnh,"Bác sĩ Lê Quang Thạnh là chuyên gia với 18 năm kinh nghiệm về lĩnh vực Chẩn đoán Hình ảnh, từng công tác tại nhiều cơ sở y tế uy tín, tận tâm hỗ trợ chẩn đoán chính xác, tin cậy, góp phần nâng cao hiệu quả điều trị. Bác sĩ Lê Quang Thạnh được đào tạo tại Trường Đại học Y Dược Thành phố Hồ Chí Minh vào năm 2006 và nhận bằng Thạc sĩ tại Học viện Quân Y vào năm 2018.","Bác sĩ Lê Quang Thạnh là chuyên gia với 18 năm kinh nghiệm về lĩnh vực Chẩn đoán Hình ảnh, từng công tác tại nhiều cơ sở y tế uy tín, tận tâm hỗ trợ chẩn đoán chính xác, tin cậy, góp phần nâng cao hiệu quả điều trị. | Bác sĩ Lê Quang Thạnh được đào tạo tại Trường Đại học Y Dược Thành phố Hồ Chí Minh vào năm 2006 và nhận bằng Thạc sĩ tại Học viện Quân Y vào năm 2018.",https://www.hanhphuchospital.com/bac-si/bs-cki-le-quang-thanh/
doctor_ths-bs-ckii-pham-cong-luan,ThS.BS.CKII. Phạm Công Luận,Giám đốc Y khoa kiêm Trưởng khoa Nhi,"Với sự kết hợp giữa chuyên môn sâu, kinh nghiệm thực tiễn và năng lực quản trị y tế, bác sĩ sẽ góp phần khẳng định vai trò tiên phong của Hạnh Phúc trong chăm sóc sức khỏe, đặc biệt ở lĩnh vực Nhi khoa – Sơ sinh, đồng thời nâng tầm chất lượng dịch vụ, đưa Hạnh Phúc trở thành điểm đến y tế tin cậy cho trẻ em và gia đình. Trong quá trình công tác, ThS.BS.CKII. Phạm Công Luận đã đảm nhiệm nhiều vị trí chuyên môn và quản lý quan trọng tại các bệnh viện lớn như: Bệnh viện Nhi Đồng 2, Bệnh viện FV, Bệnh viện AIH…","Phạm Công Luận là một trong những gương mặt tiêu biểu của thế hệ bác sĩ trẻ tài năng, được ghi nhận bởi chuyên môn xuất sắc trong lĩnh vực Nhi khoa – Sơ sinh, đồng thời có nhiều đóng góp nổi bật trong vai trò quản lý và lãnh đạo tại các bệnh viện quốc tế hàng đầu. | Trong quá trình công tác, ThS.BS.CKII. | Phạm Công Luận đã đảm nhiệm nhiều vị trí chuyên môn và quản lý quan trọng tại các bệnh viện lớn như: Bệnh viện Nhi Đồng 2, Bệnh viện FV, Bệnh viện AIH… | Phạm Công Luận chính thức giữ vị trí Giám đốc Y khoa kiêm Trưởng khoa Nhi tại Bệnh viện Đa khoa Quốc tế Hạnh Phúc. | Với sự kết hợp giữa chuyên môn sâu, kinh nghiệm thực tiễn và năng lực quản trị y tế, bác sĩ sẽ góp phần khẳng định vai trò tiên phong của Hạnh Phúc trong chăm sóc sức khỏe, đặc biệt ở lĩnh vực Nhi khoa – Sơ sinh, đồng thời nâng tầm chất lượng dịch vụ, đưa Hạnh Phúc trở thành điểm đến y tế tin cậy cho trẻ em và gia đình.",https://www.hanhphuchospital.com/bac-si/ths-bs-ckii-pham-cong-luan/
doctor_bs-cki-tieu-thanh-lieu,BS.CKI. Tiêu Thanh Liễu,Bác sĩ Nhi Khoa,"Bác sĩ Tiêu Thanh Liễu là chuyên gia với hơn 20 năm kinh nghiệm trong lĩnh vực Nhi khoa. Bác sĩ Tiêu Thanh Liễu tốt nghiệp Bác sĩ Đa khoa tại Đại học Y Dược Thành phố Hồ Chí Minh năm 2001 và có bằng Bác sĩ Chuyên khoa I về Nhi khoa vào năm 2010. Bên cạnh đó, bác sĩ Liễu cũng thường xuyên tham gia vào các chương trình đào tạo liên tục khác nhau và đạt được nhiều chứng chỉ Giáo dục Y khoa Thường xuyên (CME) từ trường Đại học Y Dược và Hội Nhi khoa Việt Nam.","Bác sĩ Tiêu Thanh Liễu là chuyên gia với hơn 20 năm kinh nghiệm trong lĩnh vực Nhi khoa. | Bác sĩ Tiêu Thanh Liễu tốt nghiệp Bác sĩ Đa khoa tại Đại học Y Dược Thành phố Hồ Chí Minh năm 2001 và có bằng Bác sĩ Chuyên khoa I về Nhi khoa vào năm 2010. | Bên cạnh đó, bác sĩ Liễu cũng thường xuyên tham gia vào các chương trình đào tạo liên tục khác nhau và đạt được nhiều chứng chỉ Giáo dục Y khoa Thường xuyên (CME) từ trường Đại học Y Dược và Hội Nhi khoa Việt Nam.",https://www.hanhphuchospital.com/bac-si/bs-cki-tieu-thanh-lieu/
doctor_bs-cki-hoang-thien-ly,BS.CKI. Hoàng Thiên Lý,Bác sĩ khoa Tai – Mũi – Họng,"Với 7 năm kinh nghiệm trong lĩnh vực Tai – Mũi – Họng, bác sĩ Hoàng Thiên Lý là chuyên gia được đánh giá cao về chuyên môn và sự tận tụy trong việc mang đến dịch vụ chất lượng cao cho người bệnh. Bác sĩ Hoàng Thiên Lý tốt nghiệp Bác sĩ Đa khoa tại Đại học Tây Nguyên vào năm 2017 và có bằng Bác sĩ Chuyên khoa I về Tai – Mũi – Họng tại Đại học Y khoa Phạm Ngọc Thạch Thành phố Hồ Chí Minh vào năm 2022. Hiện tại, Bác sĩ Hoàng Thiên Lý là thành viên của Hội Tai – Mũi – Họng Thành phố Hồ Chí Minh và Hội Thính học Thành phố Hồ Chí Minh từ năm 2018.","Với 7 năm kinh nghiệm trong lĩnh vực Tai – Mũi – Họng, bác sĩ Hoàng Thiên Lý là chuyên gia được đánh giá cao về chuyên môn và sự tận tụy trong việc mang đến dịch vụ chất lượng cao cho người bệnh. | Hiện tại, Bác sĩ Hoàng Thiên Lý là thành viên của Hội Tai – Mũi – Họng Thành phố Hồ Chí Minh và Hội Thính học Thành phố Hồ Chí Minh từ năm 2018. | Bác sĩ Hoàng Thiên Lý tốt nghiệp Bác sĩ Đa khoa tại Đại học Tây Nguyên vào năm 2017 và có bằng Bác sĩ Chuyên khoa I về Tai – Mũi – Họng tại Đại học Y khoa Phạm Ngọc Thạch Thành phố Hồ Chí Minh vào năm 2022.",https://www.hanhphuchospital.com/bac-si/bs-cki-hoang-thien-ly/
doctor_ths-bs-nguyen-thi-ai-xuan,ThS.BS. Nguyễn Thị Ái Xuân,Bác sĩ Nhi sơ sinh,"Với 20 năm kinh nghiệm dày dặn trong lĩnh vực chăm sóc và điều trị cho trẻ sơ sinh, đặc biệt là trẻ sinh non, bác sĩ Nguyễn Thị Ái Xuân là chuyên gia uy tín được các bậc phụ huynh tin tưởng lựa chọn để bảo vệ sức khỏe cho những thiên thần bé nhỏ của mình. Bác sĩ Nguyễn Thị Ái Xuân tốt nghiệp Đại học Y khoa Phạm Ngọc Thạch vào năm 2004 với chuyên ngành Y khoa. Sau đó, tiếp tục theo học và hoàn thành chương trình đào tạo Thạc sĩ Nhi khoa tại Đại học Y Dược Thành phố Hồ Chí Minh vào năm 2012.","Với 20 năm kinh nghiệm dày dặn trong lĩnh vực chăm sóc và điều trị cho trẻ sơ sinh, đặc biệt là trẻ sinh non, bác sĩ Nguyễn Thị Ái Xuân là chuyên gia uy tín được các bậc phụ huynh tin tưởng lựa chọn để bảo vệ sức khỏe cho những thiên thần bé nhỏ của mình. | Bác sĩ Nguyễn Thị Ái Xuân tốt nghiệp Đại học Y khoa Phạm Ngọc Thạch vào năm 2004 với chuyên ngành Y khoa. | Sau đó, tiếp tục theo học và hoàn thành chương trình đào tạo Thạc sĩ Nhi khoa tại Đại học Y Dược Thành phố Hồ Chí Minh vào năm 2012.",https://www.hanhphuchospital.com/bac-si/ths-bs-nguyen-thi-ai-xuan/
doctor_bs-tran-kim-duong,BS. Trần Kim Dương,Bác sĩ hiếm muộn & hỗ trợ sinh sản,"Bác sĩ Trần Kim Dương tốt nghiệp bác sĩ đa khoa tại Học viện Quân Y năm 2013 và hơn 11 năm kinh nghiệm trong lĩnh vực hiếm muộn, hỗ trợ sinh sản. Bằng sự chuyên nghiệp trong công tác điều trị, sự cảm thông, thấu hiểu trong quá trình tương tác, hỗ trợ bệnh nhân, bác sĩ Dương đã góp phần hiện thực hóa ước mơ làm cha mẹ của nhiều cặp vợ chồng hiếm muộn hoàn thiện mảnh ghép hạnh phúc cho nhiều gia đình.","Bác sĩ Trần Kim Dương tốt nghiệp bác sĩ đa khoa tại Học viện Quân Y năm 2013 và hơn 11 năm kinh nghiệm trong lĩnh vực hiếm muộn, hỗ trợ sinh sản. | Bằng sự chuyên nghiệp trong công tác điều trị, sự cảm thông, thấu hiểu trong quá trình tương tác, hỗ trợ bệnh nhân, bác sĩ Dương đã góp phần hiện thực hóa ước mơ làm cha mẹ của nhiều cặp vợ chồng hiếm muộn hoàn thiện mảnh ghép hạnh phúc cho nhiều gia đình.",https://www.hanhphuchospital.com/bac-si/bs-tran-kim-duong/
doctor_bac-sy-ckii-nguyen-huu-thuan,BS.CKII. Nguyễn Hữu Thuận,Bác sĩ Sản – Phụ khoa,"Bằng kinh nghiệm dày dặn, chuyên môn cao, Bác sĩ Thuận đã tiếp nhận và điều trị thành công chỉ trong 03 ngày, giúp bệnh nhân mau chóng hồi phục và xuất viện. Với tỉ lệ điều trị thành công cao. BS.CKII Nguyễn Hữu Thuận cũng chính là người đầu tiên phẫu thuật nội soi ổ bụng tại Bệnh viện Quốc tế Hạnh Phúc cho bệnh thai ngoài tử cung vỡ nặng có rối loạn huyết động học.","Với tỉ lệ điều trị thành công cao. | BS.CKII Nguyễn Hữu Thuận cũng chính là người đầu tiên phẫu thuật nội soi ổ bụng tại Bệnh viện Quốc tế Hạnh Phúc cho bệnh thai ngoài tử cung vỡ nặng có rối loạn huyết động học. | Bằng kinh nghiệm dày dặn, chuyên môn cao, Bác sĩ Thuận đã tiếp nhận và điều trị thành công chỉ trong 03 ngày, giúp bệnh nhân mau chóng hồi phục và xuất viện. | Không ngừng nỗ lực nâng cao tay nghề và cải thiện chất lượng chăm sóc, điều trị, phẫu thuật, BS.CKII Nguyễn Hữu Thuận thường xuyên tham gia các khóa học và hội thảo khoa học. | Là người kết nối và phát triển các mối quan hệ hợp tác giữa các khoa tại các bệnh viện để đưa ra chẩn đoán chính xác cho từng trường hợp.",https://www.hanhphuchospital.com/bac-si/bac-sy-ckii-nguyen-huu-thuan/
doctor_bs-ckii-duong-thanh-hien,BS.CKII. Dương Thanh Hiền,Bác sĩ Sản – Phụ khoa,"Dương Thanh Hiền là chuyên gia Sản – Phụ khoa đã có hơn 33 năm kinh nghiệm trong lĩnh vực chăm sóc sức khỏe phụ nữ. Tốt nghiệp Bác sĩ Đa khoa tại Đại học Y Dược Thành phố Hồ Chí Minh năm 1992, bác sĩ Hiền tiếp tục nâng cao năng lực chuyên môn khi tốt nghiệp bác sĩ chuyên khoa cấp 2 Sản – Phụ khoa tại cùng trường. Điều trị các bệnh lý phụ khoa phức tạp.","Dương Thanh Hiền là chuyên gia Sản – Phụ khoa đã có hơn 33 năm kinh nghiệm trong lĩnh vực chăm sóc sức khỏe phụ nữ. | Tốt nghiệp Bác sĩ Đa khoa tại Đại học Y Dược Thành phố Hồ Chí Minh năm 1992, bác sĩ Hiền tiếp tục nâng cao năng lực chuyên môn khi tốt nghiệp bác sĩ chuyên khoa cấp 2 Sản – Phụ khoa tại cùng trường. | Quản lý và theo dõi thai kỳ nguy cơ cao như ngôi bất thường, nhau tiền đạo, rau cài răng lược, vết mổ cũ… | Bên cạnh đó, BS.CKII Dương Thanh Hiền còn tham gia nghiên cứu khoa học, chia sẻ kiến thức chuyên môn tại các hội nghị y khoa và đóng góp vào sự phát triển của ngành Sản – Phụ khoa tại Việt Nam. | Bác sĩ cũng là thành viên tích cực của các Hiệp hội Sản – Phụ khoa trong nước, góp phần xây dựng mạng lưới hợp tác chuyên môn rộng khắp nhằm nâng cao chất lượng dịch vụ y tế cho phụ nữ Việt Nam. | Điều trị các bệnh lý phụ khoa phức tạp | Mổ lấy thai an toàn, đặc biệt trong các trường hợp thai phụ có bệnh lý phức tạp",https://www.hanhphuchospital.com/bac-si/bs-ckii-duong-thanh-hien/
doctor_bs-cki-nguyen-thi-ngoc-thinh,BS.CKI. Nguyễn Thị Ngọc Thịnh,Bác sĩ Sản – Phụ khoa,"Bác sĩ Nguyễn Thị Ngọc Thịnh là chuyên với 20 năm kinh nghiệm trong lĩnh vực Sản – Phụ khoa, trong đó có hơn 10 năm công tác tại Bệnh viện Phụ sản Quốc tế Sài Gòn. Bác sĩ Ngọc Thịnh tốt nghiệp Bác sĩ Đa khoa tại Đại học Y Dược Thành phố Hồ Chí Minh năm 2004 và tốt nghiệp Bác sĩ Chuyên khoa I về Sản – Phụ khoa năm 2016 tại đây.","Bác sĩ Nguyễn Thị Ngọc Thịnh là chuyên với 20 năm kinh nghiệm trong lĩnh vực Sản – Phụ khoa, trong đó có hơn 10 năm công tác tại Bệnh viện Phụ sản Quốc tế Sài Gòn. | Bác sĩ Ngọc Thịnh tốt nghiệp Bác sĩ Đa khoa tại Đại học Y Dược Thành phố Hồ Chí Minh năm 2004 và tốt nghiệp Bác sĩ Chuyên khoa I về Sản – Phụ khoa năm 2016 tại đây.",https://www.hanhphuchospital.com/bac-si/bs-cki-nguyen-thi-ngoc-thinh/
doctor_ths-bs-cki-nguyen-thi-ngoc-huong,ThS.BS.CKI. Nguyễn Thị Ngọc Hường,Bác sĩ Nhi Khoa,"Hơn 18 năm kinh nghiệm trong chẩn đoán và điều trị các rối loạn ở trẻ em, đặc biệt là Thần kinh Nhi khoa, bác sĩ Nguyễn Thị Ngọc Hường được đánh giá cao về chuyên môn và phương pháp điều trị hiệu quả cùng tinh thần tận tâm, lấy người bệnh làm trung tâm. Bác sĩ Ngọc Hường tốt nghiệp Đại học Y Khoa Phạm Ngọc Thạch năm 2005 và có bằng Bác sĩ Chuyên khoa I về Thần kinh Nhi khoa tại Đại học Y Dược Thành phố Hồ Chí Minh năm 2012. Tiếp đó, bác sĩ tốt nghiệp Vrije Universiteit Brussel ở Bỉ với bằng Thạc sĩ Sinh học phân tử năm 2014.","Hơn 18 năm kinh nghiệm trong chẩn đoán và điều trị các rối loạn ở trẻ em, đặc biệt là Thần kinh Nhi khoa, bác sĩ Nguyễn Thị Ngọc Hường được đánh giá cao về chuyên môn và phương pháp điều trị hiệu quả cùng tinh thần tận tâm, lấy người bệnh làm trung tâm. | Bác sĩ thông thạo tiếng Việt, tiếng Anh và tiếng Pháp | Bác sĩ Ngọc Hường tốt nghiệp Đại học Y Khoa Phạm Ngọc Thạch năm 2005 và có bằng Bác sĩ Chuyên khoa I về Thần kinh Nhi khoa tại Đại học Y Dược Thành phố Hồ Chí Minh năm 2012. | Tiếp đó, bác sĩ tốt nghiệp Vrije Universiteit Brussel ở Bỉ với bằng Thạc sĩ Sinh học phân tử năm 2014.",https://www.hanhphuchospital.com/bac-si/ths-bs-cki-nguyen-thi-ngoc-huong/
